"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","estimatedFamilyConfidence","estimateReason","missingDetailedMuscleTag","missingMuscleContribution","missingProgramSlot","missingRedundancyGroup","suspiciousSportSessionProgramSelectable","badmintonDirectPlayConflict","highAxialPlyometricDecelerationConflict","sourceIdIssue","sourceIds","automaticFixPossible","manualReviewRequired","manualReviewReasons"
"셔틀런","ex_a4040be3","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"스캡 푸시업","ex_c4535de3","category=기능성운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"스케이터 스쿼트","ex_ee378da7","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"스킵 바운드","ex_c4ea0a2a","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HORIZONTAL_POWER|PLYOMETRIC_SSC","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","PLYOMETRIC_SSC_REVIEW","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"스트라이드","ex_c5c2fdef","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|ACCELERATION_SUPPORT|RUNNING_RHYTHM","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"스트레칭","ex_dd16e07a","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"스플릿 스텝","ex_c6d9efef","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"스플릿 스텝 리액션","ex_8e69fc74","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT|CHANGE_OF_DIRECTION_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"스플릿 스텝 후 좌우 런지","ex_377448a9","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"싱글 레그 RDL","single_leg_rdl","category=기능성운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","DEADLIFT_HINGE_VARIANTS","HIGH","hinge structured metadata","GLUTE_MAX, HAMSTRINGS, ERECTOR_SPINAE | secondary: LATISSIMUS_DORSI, GRIP_FLEXORS, TRAPEZIUS_MIDDLE, DEEP_CORE | stabilizers: GLUTE_MED_MIN, OBLIQUES, RHOMBOIDS","GLUTE_MAX 0.25, HAMSTRINGS 0.25, ERECTOR_SPINAE 0.20, LATISSIMUS_DORSI 0.08, GRIP_FLEXORS 0.07, DEEP_CORE 0.07, TRAPEZIUS_MIDDLE 0.04, GLUTE_MED_MIN 0.04","MAIN_HINGE_STRENGTH or POSTERIOR_CHAIN_ACCESSORY","HEAVY_HINGE","NO","NO","NO","NO","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"싱글 레그 박스 스쿼트","ex_85f12271","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"싱글 레그 홉 앤 스틱","ex_314df428","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LANDING_CONTROL_DIRECT|DECELERATION_DIRECT|UNILATERAL_LOWER|PLYOMETRIC_SSC","PLYOMETRIC_JUMP_VARIANTS","HIGH","plyometric structured tokens","GLUTE_MAX, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, RECTUS_FEMORIS, TIBIALIS_ANTERIOR | stabilizers: GLUTE_MED_MIN, HIP_ADDUCTORS, DEEP_CORE, OBLIQUES","GLUTE_MAX 0.18, QUADRICEPS 0.22, RECTUS_FEMORIS 0.08, GASTROCNEMIUS 0.14, SOLEUS 0.10, HAMSTRINGS 0.08, GLUTE_MED_MIN 0.07, HIP_ADDUCTORS 0.05, TIBIALIS_ANTERIOR 0.04, DEEP_CORE 0.04","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","NO","NO","PLYOMETRIC_SSC_REVIEW|DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"앙클링","ex_a412dd45","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|RUNNING_DRILL","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","PLYOMETRIC_SSC_REVIEW","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"앞뒤 랜덤 콕줍기","ex_4255e429","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"애질리티 래더","ex_2055b629","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"원암 하프 닐링 프레스","ex_8380d7fe","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","HIGH","vertical push structured metadata","ANTERIOR_DELTOID, LATERAL_DELTOID, TRICEPS_BRACHII | secondary: PECTORALIS_MAJOR_CLAVICULAR, SERRATUS_ANTERIOR, TRAPEZIUS_UPPER | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, TRAPEZIUS_LOWER, DEEP_CORE, OBLIQUES","ANTERIOR_DELTOID 0.25, LATERAL_DELTOID 0.15, TRICEPS_BRACHII 0.20, PECTORALIS_MAJOR_CLAVICULAR 0.08, SERRATUS_ANTERIOR 0.08, TRAPEZIUS_UPPER 0.06, ROTATOR_CUFF_EXTERNAL 0.06, ROTATOR_CUFF_INTERNAL 0.04, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.04","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"월 드라이브","ex_f332aeab","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"월 슬라이드","ex_f97a05ab","category=기능성운동; movement_category=SUPPORT; force_type=SUPPORT; movement_pattern=SCAPULAR_CONTROL|SHOULDER_PREHAB|SCAPULAR_UPWARD_ROTATION|SHOULDER_MOBILITY","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","HIGH","scapular control structured metadata","SERRATUS_ANTERIOR, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE, POSTERIOR_DELTOID | secondary: ROTATOR_CUFF_EXTERNAL, RHOMBOIDS | stabilizers: DEEP_CORE, ROTATOR_CUFF_INTERNAL","SERRATUS_ANTERIOR 0.20, TRAPEZIUS_LOWER 0.20, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.15, ROTATOR_CUFF_EXTERNAL 0.12, RHOMBOIDS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_INTERNAL 0.05","SHOULDER_CARE","SCAPULAR_CONTROL","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|D_PHYSIOPEDIA_SCAP_DYSKINESIA","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"점프 런지","ex_df966b45","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|PLYOMETRIC_SSC|LANDING_CONTROL_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","PLYOMETRIC_SSC_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"좌우 랜덤 콕줍기","ex_421ba24b","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"케틀벨 스윙","ex_7404067c","category=기능성운동; movement_category=POWER; force_type=POWER; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","DEADLIFT_HINGE_VARIANTS","HIGH","hinge structured metadata","GLUTE_MAX, HAMSTRINGS, ERECTOR_SPINAE | secondary: LATISSIMUS_DORSI, GRIP_FLEXORS, TRAPEZIUS_MIDDLE, DEEP_CORE | stabilizers: GLUTE_MED_MIN, OBLIQUES, RHOMBOIDS","GLUTE_MAX 0.25, HAMSTRINGS 0.25, ERECTOR_SPINAE 0.20, LATISSIMUS_DORSI 0.08, GRIP_FLEXORS 0.07, DEEP_CORE 0.07, TRAPEZIUS_MIDDLE 0.04, GLUTE_MED_MIN 0.04","MAIN_HINGE_STRENGTH or POSTERIOR_CHAIN_ACCESSORY","HEAVY_HINGE","NO","NO","NO","NO","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"코사크 스쿼트","ex_a611010d","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
